symbols,security,GICS_sector,GICS_sub_industry,headquarters_location,date_added,founded,open,high,low,close,volumes,dividends,stock_splits
MET,MetLife,Financials,Life & Health Insurance,"New York City, New York",,1868,59.84000015258789,61.290000915527344,59.84000015258789,60.79999923706055,4533600.0,0.0,0.0
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",2016-09-06,1945,1574.77001953125,1574.77001953125,1532.780029296875,1542.9200439453125,104100.0,0.0,0.0
MGM,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",2017-07-26,1986,40.0,41.83000183105469,39.79999923706055,41.22999954223633,10261800.0,0.0,0.0
MCHP,Microchip Technology,Information Technology,Semiconductors,"Chandler, Arizona",2007-09-07,1989,84.02999877929688,85.37000274658203,83.41000366210938,84.88999938964844,4250600.0,0.0,0.0
MU,Micron Technology,Information Technology,Semiconductors,"Boise, Idaho",1994-09-27,1978,83.22000122070312,84.7699966430664,82.91000366210938,83.29000091552734,12077400.0,0.0,0.0
MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1994-06-01,1975,333.2200012207031,334.6400146484375,324.1099853515625,328.3399963378906,44407300.0,0.0,0.0
MAA,Mid-America Apartments,Real Estate,Residential REITs,"Memphis, Tennessee",2016-12-02,1977,218.4499969482422,218.4499969482422,215.0399932861328,217.3000030517578,776900.0,0.0,0.0
MRNA,Moderna,Health Care,Biotechnology,"Cambridge, Massachusetts",2021-07-21,2010,264.2950134277344,278.3299865722656,257.20001220703125,277.1600036621094,6384300.0,0.0,0.0
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",2013-12-23,1878,173.61000061035156,177.61000061035156,173.0800018310547,175.13999938964844,555600.0,0.0,0.0
TAP,Molson Coors,Consumer Staples,Brewers,"Chicago, Illinois",1976-06-30,"2005 (Molson 1786, Coors 1873)",46.22999954223633,46.77000045776367,45.779998779296875,45.869998931884766,1158700.0,0.0,0.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",2012-10-02,2012,63.130001068115234,63.43000030517578,62.970001220703125,63.38999938964844,10391100.0,0.0,0.0
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,"Kirkland, Washington",2021-02-12,1997,478.05999755859375,482.32000732421875,468.2099914550781,477.9200134277344,514700.0,0.0,0.0
MNST,Monster Beverage,Consumer Staples,Soft Drinks,"Corona, California",2012-06-28,2012 (1935),89.4000015258789,90.66999816894531,89.3499984741211,90.37000274658203,1982300.0,0.0,0.0
MCO,Moody's,Financials,Financial Exchanges & Data,"New York City, New York",,1909,396.510009765625,399.0299987792969,387.7699890136719,391.94000244140625,595100.0,0.0,0.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,"New York City, New York",,1935,96.75,99.44000244140625,96.56999969482422,98.81999969482422,11103100.0,0.0,0.0
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",2011-09-26,2004 (1865 / 1909),35.59000015258789,36.779998779296875,35.59000015258789,35.810001373291016,3514400.0,0.0,0.0
MSI,Motorola Solutions,Information Technology,Communications Equipment,"Chicago, Illinois",,1928 (2011),261.2900085449219,262.8399963378906,257.42999267578125,259.5299987792969,617900.0,0.0,0.0
MSCI,MSCI,Financials,Financial Exchanges & Data,"New York City, New York",2018-04-04,1969,613.5599975585938,615.8499755859375,586.75,591.0700073242188,520600.0,0.0,0.0
NDAQ,Nasdaq,Financials,Financial Exchanges & Data,"New York City, New York",2008-10-22,1971,203.44000244140625,204.35000610351562,197.6199951171875,199.72999572753906,1056500.0,0.0,0.0
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals","Sunnyvale, California",1999-06-25,1992,87.0,88.08999633789062,86.4000015258789,86.83999633789062,1302200.0,0.0,0.0
NFLX,Netflix,Communication Services,Movies & Entertainment,"Los Gatos, California",2010-12-20,1997,598.7100219726562,602.2899780273438,588.1300048828125,597.989990234375,2983200.0,0.0,0.0
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,"Atlanta, Georgia",1989-04-30,1903,22.18000030517578,22.65999984741211,22.1200008392334,22.399999618530273,2802400.0,0.0,0.0
NEM,Newmont,Materials,Gold,"Denver, Colorado",1969-06-30,1921,56.619998931884766,57.150001525878906,56.150001525878906,56.16999816894531,6864600.0,0.0,0.0
NWSA,News Corp (Class A),Communication Services,Publishing,"New York City, New York",2013-08-01,2013 (1980),21.399999618530273,21.479999542236328,20.959999084472656,21.010000228881836,2862800.0,0.0,0.0
NWS,News Corp (Class B),Communication Services,Publishing,"New York City, New York",2015-09-18,2013 (1980),21.450000762939453,21.559999465942383,21.059999465942383,21.110000610351562,588900.0,0.0,0.0
NEE,NextEra Energy,Utilities,Multi-Utilities,"Juno Beach, Florida",1976-06-30,1984 (1925),91.2300033569336,91.6500015258789,89.44999694824219,90.02999877929688,11022100.0,0.0,0.0
NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,"New York City, New York",2013-07-09,1923,20.43000030517578,20.770000457763672,20.09000015258789,20.110000610351562,7292800.0,0.0,0.0
NKE,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",1988-11-30,1964,166.2899932861328,167.0800018310547,164.2100067138672,165.39999389648438,4871900.0,0.0,0.0
NI,NiSource,Utilities,Multi-Utilities,"Merrillville, Indiana",,1912,26.299999237060547,26.469999313354492,26.139999389648438,26.209999084472656,4438000.0,0.0,0.0
NSC,Norfolk Southern,Industrials,Railroads,"Norfolk, Virginia",1957-03-04,1881/1894 (1980),284.5,286.989990234375,282.0,283.739990234375,1148400.0,0.0,0.0
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,"Chicago, Illinois",,1889,117.06999969482422,118.8499984741211,115.5,117.48999786376953,735600.0,0.0,0.0
NOC,Northrop Grumman,Industrials,Aerospace & Defense,"West Falls Church, Virginia",1985-06-30,"1994 (Northrop 1939, Grumman 1930)",376.6499938964844,382.32000732421875,375.4800109863281,376.2200012207031,906700.0,0.0,0.0
NLOK,NortonLifeLock,Information Technology,Application Software,"Tempe, Arizona",2003-03-25,1982,24.420000076293945,24.459999084472656,24.079999923706055,24.270000457763672,4433400.0,0.0,0.0
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",2017-10-13,2011 (1966),20.079999923706055,20.920000076293945,20.079999923706055,20.34000015258789,16704000.0,0.0,0.0
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas",2010-01-29,1992,39.970001220703125,40.529998779296875,39.630001068115234,39.93000030517578,2728900.0,0.0,0.0
NUE,Nucor,Materials,Steel,"Charlotte, North Carolina",1985-04-30,1940,115.4800033569336,121.04000091552734,114.5999984741211,118.41999816894531,3669200.0,0.0,0.0
NVDA,Nvidia,Information Technology,Semiconductors,"Santa Clara, California",2001-11-30,1993,276.989990234375,286.7799987792969,272.5,283.3699951171875,66635300.0,0.0,0.0
NVR,NVR,Consumer Discretionary,Homebuilding,"Reston, Virginia",2019-09-26,1980,5744.990234375,5907.5,5744.990234375,5832.0498046875,32900.0,0.0,0.0
NXPI,NXP,Information Technology,Semiconductors,"Eindhoven, Netherlands",2021-03-22,1953,218.91000366210938,221.6300048828125,216.75,219.99000549316406,1687300.0,0.0,0.0
ORLY,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",2009-03-27,1957,672.3300170898438,673.1099853515625,663.8900146484375,667.3599853515625,508100.0,0.0,0.0
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1982-12-31,1920,28.979999542236328,29.639999389648438,28.610000610351562,28.739999771118164,14107900.0,0.0,0.0
ODFL,Old Dominion Freight Line,Industrials,Trucking,"Thomasville, North Carolina",2019-12-09,1934,356.95001220703125,358.010009765625,346.25,352.0799865722656,540300.0,0.0,0.0
OMC,Omnicom Group,Communication Services,Advertising,"New York City, New York",,1986,70.9800033569336,72.37999725341797,70.69999694824219,72.11000061035156,3684400.0,0.0,0.0
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",2010-03-15,1906,59.83000183105469,60.81999969482422,59.040000915527344,59.369998931884766,2727600.0,0.0,0.0
ORCL,Oracle,Information Technology,Application Software,"Austin, Texas",1989-08-31,1977,100.0,101.45999908447266,99.38999938964844,99.88999938964844,9510300.0,0.0,0.0
OGN,Organon & Co.,Health Care,Pharmaceuticals,"Jersey City, New Jersey",2021-06-03,2021,28.93000030517578,29.489999771118164,28.610000610351562,28.850000381469727,3676400.0,0.0,0.0
OTIS,Otis Worldwide,Industrials,Industrial Machinery,"Farmington, Connecticut",2020-04-03,2020 (1853),85.06999969482422,85.4000015258789,84.07499694824219,84.80999755859375,2178600.0,0.0,0.0
PCAR,Paccar,Industrials,Construction Machinery & Heavy Trucks,"Bellevue, Washington",1980-12-31,1905,88.30000305175781,90.12000274658203,87.94999694824219,88.16999816894531,1444700.0,0.0,0.0
PKG,Packaging Corporation of America,Materials,Paper Packaging,"Lake Forest, Illinois",2017-07-26,1959,130.91000366210938,131.64999389648438,130.32000732421875,130.6300048828125,738100.0,0.0,0.0
PH,Parker-Hannifin,Industrials,Industrial Machinery,"Cleveland, Ohio",1985-11-30,1917,312.4599914550781,317.4599914550781,309.6199951171875,311.3999938964844,624500.0,0.0,0.0
PAYX,Paychex,Information Technology,Data Processing & Outsourced Services,"Penfield, New York",,1971,123.47000122070312,124.2300033569336,121.26000213623047,122.43000030517578,1778300.0,0.0,0.0
PAYC,Paycom,Information Technology,Application Software,"Oklahoma City, Oklahoma",2020-01-28,1998,409.2300109863281,413.75,398.010009765625,405.1199951171875,356100.0,0.0,0.0
PYPL,PayPal,Information Technology,Data Processing & Outsourced Services,"San Jose, California",2015-07-20,1998,183.74000549316406,189.14300537109375,182.77999877929688,186.8000030517578,11405700.0,0.0,0.0
PENN,Penn National Gaming,Consumer Discretionary,Casinos & Gaming,"Wyomissing, Pennsylvania",2021-03-22,1972,46.54999923706055,47.939998626708984,46.25,46.650001525878906,2960900.0,0.0,0.0
PNR,Pentair,Industrials,Industrial Machinery,"Worsley, England",2012-10-01,1966,73.16999816894531,73.5199966430664,71.62999725341797,71.8499984741211,1853900.0,0.0,0.0
PBCT,People's United Financial,Financials,Thrifts & Mortgage Finance,"Bridgeport, Connecticut",2008-11-13,1842,17.040000915527344,17.469999313354492,17.020000457763672,17.209999084472656,5618100.0,0.0,0.0
PEP,PepsiCo,Consumer Staples,Soft Drinks,"Purchase, New York",1957-03-04,1898,169.35000610351562,170.38999938964844,168.3000030517578,169.38999938964844,4984400.0,0.0,0.0
PKI,PerkinElmer,Health Care,Health Care Equipment,"Waltham, Massachusetts",1985-05-31,1937,185.69000244140625,186.5800018310547,181.80999755859375,182.19000244140625,1378100.0,0.0,0.0
PFE,Pfizer,Health Care,Pharmaceuticals,"New York City, New York",1957-03-04,1849,54.77000045776367,55.95000076293945,54.31999969482422,55.540000915527344,48599500.0,0.0,0.0
